,Unnamed: 0,title,poster,release_date,over_view
157,157,라스트 타이쿤,/t/p/w94_and_h141_bestv2/6xFGbliDbSrJX1hUp9jKdQUY87A.jpg,"7월 28, 2017",할리우드 유망주인 몬로 스타가 시네마 스튜디오를 차지하기 위해 자신의 아버지와 같은 스승에게 고군분투하며 맞서는 이야기
158,158,Hostel Daze,/t/p/w94_and_h141_bestv2/5udeEf79fm9CN69mRlifBQcp1pY.jpg,"12월 13, 2019",정보 없음
159,159,아메리칸 플레이보이: 휴 헤프너 이야기,/t/p/w94_and_h141_bestv2/y4SnAInc7QqEHn95ENMnoWNS12T.jpg,"4월  7, 2017",정보 없음
160,160,エンジェルフライト 国際霊柩送還士,/t/p/w94_and_h141_bestv2/nrEv50DXiUWOBFqkay8NKGh5vtR.jpg,"3월 16, 2023",정보 없음
161,161,사랑해요 딕,/t/p/w94_and_h141_bestv2/a9i4d9BN1PduUwAmHaJn7Qzf4wy.jpg,"8월 19, 2016","격찬을 받은 여성 소설을 각색한 '사랑해요 딕'은 텍사스 마파의 다채로운 지적 공동체를 배경으로 한다. 드라마의 줄거리는 갈등을 겪는 부부 커플인 크리스와 실베르의, 딕이라는 이름의 카리스마 넘치는 연구소 교수를 향한 집착을 그리고 있다. 라쇼몽 스타일의 각 등장인물 시점(POV)을 통해 꼬인 결혼의 실타래 풀기, 예술가의 각성 그리고 원치 않는 메시아의 신격화를 말하고 있다."
162,162,Un Extraño Enemigo,/t/p/w94_and_h141_bestv2/1eEj4bFBvIz62uzsq8JvTQ0ry0g.jpg,"10월  1, 2018",정보 없음
163,163,뱅 뱅 베이비,/t/p/w94_and_h141_bestv2/7nuEdV5L60JlYnyFFPPR9NxZnUF.jpg,"4월 28, 2022",1986년. 알리체는 이탈리아 북부의 작은 마을에서 사는 16세 소녀다. 예전에 죽은 아빠가 아직 살아있다는 사실을 알게 되면서 알리체의 인생은 갑자기 달라진다. 알리체는 밀라노의 범죄 조직을 찾아가 아빠를 향한 사랑으로 위험한 범죄 세계에 뛰어든다. 그 세계에서 벗어나려 할 때는 이미 너무 늦었는지도 모른다.
164,164,Parot,/t/p/w94_and_h141_bestv2/jdbFmEno4uNTDGGyax1sNTjPQfj.jpg,"5월 28, 2021",정보 없음
165,165,포에버,/t/p/w94_and_h141_bestv2/dNKmZ96oGAAIHGB9KppVtLKOsdo.jpg,"9월 14, 2018","준과 오스카 부부는 캘리포니아 교외에서 안락하지만 지루한 삶을 살아간다. 몇 년째 같은 대화를 반복하고, 같은 음식을 먹으며, 같은 호숫가 집으로 여행을 간다. 하지만 준이 오스카에게 스키 여행을 제안한 후, 두 사람은 갑자기 낯선 경험을 하게 된다."
166,166,Gary and His Demons,/t/p/w94_and_h141_bestv2/wN6EU9KJ2K8fwFASuwDPWrAXkTn.jpg,"4월 15, 2018",정보 없음
167,167,Made in Heaven,/t/p/w94_and_h141_bestv2/7AZw2rwh6EYppveloeRtIweURSg.jpg,"3월  8, 2019",정보 없음
168,168,도쿄 여자 도감,/t/p/w94_and_h141_bestv2/uFD1J95XjCXVqAEJ4CMyRBvmaKB.jpg,"12월 16, 2016",아야(미즈카와 아사미)가 23세에 도쿄로 이사 온 이후 40세가 될 때까지의 과정을 그린다. 아야는 도시의 다양하고 도전적인 어려움을 겪으면서 다양한 가치와 견해에 적응하게 된다. 아야가 경력과 연애에 따라 다른 동네로 이사 다니는 모습을 지켜보게 된다.
169,169,사랑 중독자들,/t/p/w94_and_h141_bestv2/9PLtr53HZaSHBd3OVaYAeFjygON.jpg,"11월 30, 2022","조이는 모험적인 성행위 때문에 상사의 권유로 자립적 치료 모임 '사랑과 섹스 중독자들'에 참여하게 된다. 그 모임에서 로맨스 중독자 닐러, 연애 고자 벤, 남들에게 다 맞춰주는 기쁨조이자 예스맨 데니스를 만난다. 이들은 함께 연애와 성생활을 대하는 건전한 방식을 찾으려 노력한다."
170,170,그들만의 리그,/t/p/w94_and_h141_bestv2/3sqXMRpidT15QylW6GlQFuGpGCc.jpg,"8월 11, 2022","1943년, 카슨 쇼는 전미 여자 프로 야구 리그에 도전하기 위해 향한 시카고에서 프로 야구 선수를 꿈꾸는 다른 여성들을 만나 이 세계를 향한 인맥을 쌓아간다. 록퍼드 현지인인 맥스 채프먼 역시 리그 도전에 나서지만 거절당한다. 절친 클랜스의 도움으로, 꿈을 좇기 위한 새로운 길을 개척해야 한다."
171,171,지비에이트,/t/p/w94_and_h141_bestv2/wzUQ7hf5YUjua0UvxDb1tBIlmic.jpg,"7월 15, 2020",무대는 2030년 일본.
172,172,제임스 메이: 영국 사람이 가다,/t/p/w94_and_h141_bestv2/xA3xDIaGgu4ZA1z2bgQDHWV7zJK.jpg,"1월  3, 2020","추운 북쪽부터 따스한 남쪽까지, 제임스 메이의 거창한 일본 횡단기. 자연경관은 물론 현지인과의 만남과 현지 음식 체험을 통해 '떠오르는 태양의 나라'를 진정으로 이해하고자 한다."
173,173,메이킹 더 컷,/t/p/w94_and_h141_bestv2/lS53aYWSjx9qHf2RODATEbsX3yZ.jpg,"3월 27, 2020","메이킹 더 컷' 첫 시즌에서 하이디 클룸과 팀 건은 12명의 인정받는 디자이너와 함께 전 세계를 누빈다. 디자이너들은 뉴욕에서 파리로, 파리에서 도쿄로 옮겨 다니며 차세대 세계적 패션 브랜드가 되기 위해 경쟁을 벌인다. 매주 우승한 의상은 Amazon '메이킹 더 컷' 스토어에서 판매되며, 마지막까지 남은 한 명의 디자이너는 자신의 브랜드에 투자할 백만 달러의 상금을 받게 된다."
174,174,Z: 모든 것의 시작,/t/p/w94_and_h141_bestv2/dJxnK0conCaxk3HU4YPb3aQs9UZ.jpg,"11월  3, 2015","화려한 재즈 시대의 신여성이자 열정의 우상인 총명하고 아름다운 남부 미녀, 젤다 세이어 피츠제럴드에 관한 이야기다."
175,175,வதந்தி,/t/p/w94_and_h141_bestv2/yMlWD4vMzJzJbME8ghTP9a7cVZx.jpg,"12월  2, 2022",정보 없음
176,176,Danger & Eggs,/t/p/w94_and_h141_bestv2/3ZugH9DMsxLzhdp81cXLCziQgVq.jpg,"6월 30, 2017",정보 없음
177,177,카케구루이 트윈,/t/p/w94_and_h141_bestv2/34HTyZkXk2RXeQ6ohPaeZ4MfpYS.jpg,"3월 26, 2021","이 핫카오 학원에는 유메코가 없다. 유메코가 학교로 전학 오기 1년 전. 지극히 평범한 소녀 사오토메 메아리는 핫카오 학원에 편입학한다. 그러나 그녀를 기다리고 있는 것은 학교의 미친 룰, 도박의 세례였다. 이것은 카케구루이의 프리퀄, 또 한명의 「이방인」에 관한 이야기. 유메코와 쌍을 이루어 트윈. 사오토메 메아리의 「카케구루이」."
178,178,बंदिश बैंडिट्स,/t/p/w94_and_h141_bestv2/peu2gEFtP9XiGBiOcAf5ekQp5Fo.jpg,"8월  4, 2020",정보 없음
179,179,저스트 애드 매직: 미스터리 도시,/t/p/w94_and_h141_bestv2/qyxOHsLpn6ktH9gFngCV3AHvG9c.jpg,"1월 17, 2020","인기 시리즈 '저스트 애드 매직'의 이 스핀오프에서는 마법의 요리책이 새로운 수호자들인 의붓남매 조이와 레오, 그리고 그들의 위층 이웃 아이시에게로 옮겨가면서 베이 시티로 이동합니다. 이들 수호자 세 명은 각각 고유한 기술을 제공하는데, 요리책이 몇 세기에 걸친 미스터리를 드러내면서 이 세 명은 비밀 레시피를 찾기 위해 도시 곳곳으로 역사적 모험을 떠나게 됩니다."
180,180,The Stinky & Dirty Show,/t/p/w94_and_h141_bestv2/aGJmfMNyc6LZiXmE5z6f7zy5qwZ.jpg,"9월  1, 2016",정보 없음
181,181,Crushed,/t/p/w94_and_h141_bestv2/257TyvBArjQ19Yq60uZdi0SNBAW.jpg,"1월 12, 2022",정보 없음
182,182,모 아니면 도: 토트넘 홋스퍼,/t/p/w94_and_h141_bestv2/a3XKreto3MMZr0MDycFWyNn8MQz.jpg,"8월 31, 2020","손꼽힐 정도로 파란만장했던 시즌, 토트넘 홋스퍼 FC의 면면을 살펴본다. 대니얼 레비 회장은 시즌 중간에 마우리시오 포체티노 감독을 경질하고 조제 모리뉴 감독을 영입한다. 델레 알리, 손흥민, 해리 케인을 위시한 선수단은 세계적인 코로나바이러스 위기 속에서 유럽 강팀과 싸운다."
183,183,Inés del alma mía,/t/p/w94_and_h141_bestv2/q3lUWZSxNo7TWNxHwqHs0PQTkGA.jpg,"7월 31, 2020",정보 없음
184,184,Ana,/t/p/w94_and_h141_bestv2/nzPk9IxCXruC0VS6RVBHJ2i2WRp.jpg,"4월 21, 2020",정보 없음
185,185,El Pueblo,/t/p/w94_and_h141_bestv2/pDn2yQzkV1P9DaXDWI9yIsUoBEb.jpg,"5월 14, 2019",정보 없음
186,186,The Egos,/t/p/w94_and_h141_bestv2/pzl1P1kcSu8EOGigOZmhTbyMXIn.jpg,"6월 19, 2016",정보 없음
187,187,CHIVAS: El Rebaño Sagrado,/t/p/w94_and_h141_bestv2/zUSCkkPFC1gc79UdUSz6ZA1zUbH.jpg,"6월 17, 2021",정보 없음
188,188,토템스,/t/p/w94_and_h141_bestv2/rfNr4bwXgoqQhwdmzPcl1OWq4NS.jpg,"2월 18, 2022",정보 없음
189,189,Sin huellas,/t/p/w94_and_h141_bestv2/uazHemKtaMyBbDYdF8CjZUxFsNz.jpg,"3월 17, 2023",정보 없음
190,190,9월의 아침,/t/p/w94_and_h141_bestv2/c1Pcbi9vQvrCozH8XycYvZcnUlo.jpg,"6월 25, 2021","독립한 지 얼마 안 된 성전환 여성의 삶은 7년 전 함께한 여성이 낳은, 존재조차 알지 못했던 아들의 느닷없는 출현으로 뜻밖의 국면을 맞이한다."
191,191,Good Girls Revolt,/t/p/w94_and_h141_bestv2/nNsEg2qlCZcmonqAdhxJEq9DSka.jpg,"11월  4, 2015",정보 없음
192,192,Modern Love Hyderabad,/t/p/w94_and_h141_bestv2/zYGo7iIP4SJ1Cz814s8XQ42Dke2.jpg,"7월  8, 2022",정보 없음
193,193,WordWorld,/t/p/w94_and_h141_bestv2/j2GMXRdH7YE1w7uNfIx1qpwzmER.jpg,"9월  5, 2007",정보 없음
194,194,상처 속의 외침,/t/p/w94_and_h141_bestv2/8LVwnlFAAZscY4jDEJoE2Yx3vAS.jpg,"11월 10, 2022","다섯 명의 어린 시절 친구가 7년간 자신들을 갈라놓았던 문제를 해결하고 사랑과 천직, 찾기 힘든 행복을 찾는 서로를 응원하면서 함께 음악을 향한 꿈의 불씨를 되살리려 한다."
195,195,킥스,/t/p/w94_and_h141_bestv2/lEczQVS7u92ntfZQlqY1hpMie3N.jpg,"8월 26, 2016","가족과 함께 고향 반대편에 있는 캘리포니아로 이사하게 된 데빈 버크는 새로운 환경과 새로운 축구팀에 적응해야 하는 과제를 안게 된다. 그녀의 새로운 축구팀인 켄트빌 킥스는 예전 학교의 팀에 비해서 실력이 떨어지고, 그녀는 낯선 환경에서 새로운 친구들을 사귀는 것과 동시에 새로운 팀에서 리더로써 팀을 재정비 해야한다."
196,196,배트맨: 케이프 크루세이더,/t/p/w94_and_h141_bestv2/tJ7zq4VtvJqUyaRsLeNjpEFDXzk.jpg,정보 없음,정보 없음
197,197,Caronte,/t/p/w94_and_h141_bestv2/PWBQIkOlJzJolUDYHW0fp87NKC.jpg,"3월  6, 2020",정보 없음
198,198,더 레이크,/t/p/w94_and_h141_bestv2/ucCICS60CK5tfA50BXoQbEf8rKN.jpg,"6월 16, 2022",최근 이혼한 동성애자로 입양 보낸 딸 빌리(16)와 관계를 회복하려 애쓰면서 의붓누나 메이지 메이와 가족 별장에 대한 권리를 갖고 싸우는 저스틴(35)을 중심으로 캐나다의 별장에 대한 경험에 대해 이야기한다.
199,199,컬렉션,/t/p/w94_and_h141_bestv2/1mcVVIOzfdQ1gmAmr9q8GfL9o3h.jpg,"9월  2, 2016","전쟁이 할퀴고 간 황폐한 도시에서 패션의 왕국으로 거듭나는 과도기였던 1947년 프랑스 파리. 하이패션이 꿈틀거리는 이 시기에, 두 형제가 경영하는 ‘폴 사빈 양장점’을 중심으로 이야기가 펼쳐진다."
200,200,Zombieland,/t/p/w94_and_h141_bestv2/oSCpk8TPglfLLPsdynQqATehsi0.jpg,"4월 19, 2013",정보 없음
201,201,Días mejores,/t/p/w94_and_h141_bestv2/b6NcJ6qnBVPe6S0f2WWx5qQ2TqR.jpg,"4월 22, 2022",정보 없음
202,202,The Pogmentary: Born Ready,/t/p/w94_and_h141_bestv2/aGjbN05RY12u3XWzDI5yg72oCf1.jpg,"6월 17, 2022",정보 없음
203,203,방과 후 주사위 클럽,/t/p/w94_and_h141_bestv2/nR3qz5jkr8V9u6SbCrfr2RXTmt4.jpg,"10월  3, 2019","소심하고 사람을 상대하는 것이 서투른 소녀 타케카사 미키는 어느날, 한없이 밝고 전향적인 성격의 타카야시키 아야를 만나 친구가 된다."
204,204,Watchmen: Motion Comic,/t/p/w94_and_h141_bestv2/ytoCNZVDnAc60ncyIOQmRMMaSuD.jpg,"7월 17, 2008",정보 없음
205,205,Oasis,/t/p/w94_and_h141_bestv2/z6xugLPukxof4VE7k8J7cQzuER6.jpg,"3월 17, 2017",정보 없음
206,206,The Dangerous Book for Boys,/t/p/w94_and_h141_bestv2/28ONeijTc45BJi1Ff1iybdF5g88.jpg,"3월 29, 2018",정보 없음
207,207,पाताल लोक,/t/p/w94_and_h141_bestv2/duaaazbB49iKK4TMvekR3fQIVhU.jpg,"5월 15, 2020",정보 없음
208,208,파워,/t/p/w94_and_h141_bestv2/pTeb4EsTy3hoVFpg9FnLIF3glZ5.jpg,"3월 30, 2023","'파워'에 등장하는 세계는 지금 우리의 세계와 같지만 자연의 섭리에서 딱 한 가지 반전이 있다. 어느 날 10대 소녀들이 자신이 원할 때 사람을 감전시킬 수 있게 된 것이다. 런던, 시애틀, 나이지리아, 동유럽에 사는 10대들을 중심으로 이야기가 펼쳐지며, 처음엔 쇄골에서 살짝 찌릿하게만 느껴졌던 '힘'이 점차 진화해 힘의 균형을 뒤엎을 만큼 강력해진다."
209,209,페르난도,/t/p/w94_and_h141_bestv2/znAzSRVpP0N2uzF9Wu4q8WTKrE8.jpg,"9월 25, 2020","2020년 9월 Amazon Prime Video에서 방영을 시작한 다큐멘터리. 내년 포뮬러1으로 복귀하는 페르난도 알론소. 1981년 스페인 아스투리아스에서 태어난 그는 드라이버 커리어에서 가장 특별한 순간을 맞이하고 있다.  2005년과 2006년 연속으로 포뮬러1 챔피언에 등극한 그는 2018년과 2019년 르망 24시 내구레이스까지 우승하며, 모터스포츠 역사상 단 한 명만이 이룬 트리플 크라운을 달성하기 위해 인디 500 우승에 도전한다. 역사에 남을 위대한 그의 도전은 과연 결실을 맺을 수 있을까?"
210,210,Historias para no dormir,/t/p/w94_and_h141_bestv2/fH5H0SqX7XcSu4rQEa2ZNKrBiAX.jpg,"11월  5, 2021",정보 없음
211,211,라콘 민 엑,/t/p/w94_and_h141_bestv2/mdgwfqIdkO75Z0XVUgvisFdvPjl.jpg,"10월 13, 2017",15세의 아카쉬가 하고 싶은 일이라고는 모방 비디오를 만들어 인터넷에 올리는 것뿐이다. 대신 아카쉬는 IIT 대학 입시 학원인 지니어스 인피니티에 들어가고 수업을 따라가지 못해 D 구역에 배정받게 된다. 룸메이트 바크리 추다일과 함께 이제 아카쉬는 삶이 던지는 다지선다 문제를 푸는 방법을 배우게 될 것이다.
212,212,Costume Quest,/t/p/w94_and_h141_bestv2/h77HorGHCAK4Odvsjvwyiieodp4.jpg,"3월  7, 2019",정보 없음
213,213,Sentença,/t/p/w94_and_h141_bestv2/uGozGq4skp2bYfNeJWscx8bHIw2.jpg,"4월 15, 2022",정보 없음
214,214,니코와 빛의 검,/t/p/w94_and_h141_bestv2/AsiXFOliQUKM6bOO4FfkGDAffko.jpg,"7월 21, 2017","어둠의 그림자가 세상을 뒤덮고 순수한 생명체들은 끔찍한 괴물로 바뀐다. 어둠과 싸워 세상의 빛을 되찾기 위해 남은 한 명의 용사 니코. 사악한 마법사 나르에스트를 물리치고 인간들을 그 감옥에서 풀어주기 위해, 니코는 마법의 검을 가지고 공주의 도움을 받아 저주받은 화산으로 여정을 떠난다."
215,215,Annedroids,/t/p/w94_and_h141_bestv2/AeEDjd4SKDpJCQ9HNGNZ6qvyUhs.jpg,"7월 25, 2014",정보 없음
216,216,One Mississippi,/t/p/w94_and_h141_bestv2/ammJk1A1ejPPNEpqbJ3sy9Ci1XL.jpg,"9월  9, 2016",정보 없음
217,217,별에서 온 그대,/t/p/w94_and_h141_bestv2/1Bz4e8cBLpW6h4o5otcPFsQbqcn.jpg,"2월 23, 2022","대학 강사로 일하고 있지만 사실 '외계인'인 도야마 미쓰루는 400년 전부터 일본에서 나이를 먹지 않은 채 생활하고 있다. 3개월 후 우주로 돌아갈 수 있게 된 미쓰루는 '도도하고 성가신 배우' 사사하라 쓰바키와 만난다. 같은 건물 이웃인 둘은 당연히 부딪치기 시작하는데…? 400년 전 자신 때문에 목숨을 잃은 여자와 닮았다는 걸 깨닫고, 미쓰루는 쓰바키를 의식하게 된다. 그런데 한 라이벌 배우의 자살이 쓰바키가 원인인 것처럼 알려지면서 쓰바키는 톱 배우의 자리를 소꿉친구 유키노에게 빼앗기며 추락한다. 힘들어하는 쓰바키를 소꿉친구 히로야가 돕는 한편, 미쓰루는 미움받는 쓰바키를 돕는다. 가끔은 초능력도 써가면서… 하지만 미쓰루는 쓰바키를 좋아해서는 안 된다고 다짐한다. 어차피 곧 고향으로 돌아가야 하니까…"
218,218,우리가 보는 세상,/t/p/w94_and_h141_bestv2/bh7OXB05LgElZDMOoxFNSJL9o4h.jpg,"1월 20, 2022","자폐증을 앓고 있는 20대 룸메이트 잭, 해리슨, 바이올렛이 직장을 구하고, 문제없이 다니고, 친구를 사귀고, 사랑에 빠지고, 자신들을 피하는 세상을 살아가는 이야기를 다룬다. 룸메이트들은 가족, 보조인, 때로는 서로의 도움을 받으며 독립과 수용을 위한 자신들만의 독특한 여정 속에서 어려움을 경험하고 성공을 축하한다."
219,219,Inside Edge,/t/p/w94_and_h141_bestv2/Icj26LzVEgow4WFFXlYu6ARyvP.jpg,"7월 10, 2017",정보 없음
220,220,볼테르 고등학교,/t/p/w94_and_h141_bestv2/24I5eM0PCsflpaGc5hMa99afn9s.jpg,"6월 14, 2021",1963년 볼테르 고등학교의 개학일이다! 사상 최초로 여학생과 남학생이 함께 공부하게 된다. 남녀 공학의 첫해는 선생님들에게나 학생들에게나 충격으로 가득할 것이다.
221,221,Rev & Roll,/t/p/w94_and_h141_bestv2/zrq5077acJBY0Gyi1mznDXti1Qr.jpg,"9월  2, 2019",정보 없음
